Death No.,Name,Allegiance,Killer,Killers House,Method,Location,Season,Episode,Death Year,Death Book,Death Chapter,Estimated Book Death Season,Estimated Book Death Episode,Nobility,Gender,Killer Gender,Killer Nobility,In Book,Is Animal,KillerIsAnimal,GoT,CoK,SoS,FfC,DwD
1712,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1713,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1714,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1715,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1716,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1717,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1718,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1719,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1720,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1721,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1722,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1723,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1724,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1725,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1726,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1727,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1728,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1729,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1730,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1731,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1732,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1733,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1734,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1735,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1736,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1737,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1738,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1739,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1740,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1741,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1742,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1743,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1744,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1745,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1746,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1747,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1748,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1749,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1750,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1751,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1752,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1753,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1754,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1755,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1756,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1757,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1758,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1759,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1760,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1761,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1762,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1763,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1764,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1765,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1766,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1767,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1768,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1769,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1770,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1771,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1772,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1773,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1775,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1776,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1777,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1778,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1779,Golden Company soldier,House Lannister,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
507,Great Master,House Targaryen,Viserion,Animal,Dragonfire,Meereen,5,5,-1,-1,-1,-1,-1,0,1,-1,-1,0,0,1,0,0,0,0,0
2220,"Gregor ""the Mountain"" Clegane",House Lannister,"Sandor ""the Hound"" Clegane",House Clegane,Dragonfire,King's Landing,8,5,300,4,72,5,6,1,1,1,1,1,0,0,0,0,0,0,0
1381,Greyjoy Soldier,House Greyjoy,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1382,Greyjoy Soldier,House Greyjoy,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0
1308,Horse,Animal,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,-1,0,1,0,1,0,0,0,0,0,0
1309,Horse,Animal,Daenerys Targaryen,House Targaryen,Dragonfire,Roseroad,7,4,-1,-1,-1,-1,-1,0,-1,0,1,0,1,0,0,0,0,0,0
1940,King's Landing Citizen,None,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0
1943,King's Landing Citizen,None,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0
1944,King's Landing Citizen,None,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0
1945,King's Landing Citizen,None,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0
1946,King's Landing Citizen,None,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0
1947,King's Landing Citizen,None,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0
1948,King's Landing Citizen,None,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0
1949,King's Landing Citizen,None,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0
1950,King's Landing Citizen,None,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0
1951,King's Landing Citizen,None,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0
1952,King's Landing Citizen,None,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0
1953,King's Landing Citizen,None,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0
1954,King's Landing Citizen,None,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0
1955,King's Landing Citizen,None,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0
1956,King's Landing Citizen,None,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0
1957,King's Landing Citizen,None,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0
1958,King's Landing Citizen,None,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0
1959,King's Landing Citizen,None,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0
1960,King's Landing Citizen,None,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0
1961,King's Landing Citizen,None,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0
1962,King's Landing Citizen,None,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0
1963,King's Landing Citizen,None,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0
1964,King's Landing Citizen,None,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0
1965,King's Landing Citizen,None,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0
1966,King's Landing Citizen,None,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0
1967,King's Landing Citizen,None,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0
1968,King's Landing Citizen,None,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0
1969,King's Landing Citizen,None,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0
1970,King's Landing Citizen,None,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0
1971,King's Landing Citizen,None,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0
1972,King's Landing Citizen,None,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0
1973,King's Landing Citizen,None,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0
1974,King's Landing Citizen,None,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0
1975,King's Landing Citizen,None,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0
1976,King's Landing Citizen,None,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0
1977,King's Landing Citizen,None,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0
1978,King's Landing Citizen,None,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0
1979,King's Landing Citizen,None,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0
1980,King's Landing Citizen,None,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0
1981,King's Landing Citizen,None,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0
1982,King's Landing Citizen,None,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0
1983,King's Landing Citizen,None,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0
1984,King's Landing Citizen,None,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0
1985,King's Landing Citizen,None,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0
1986,King's Landing Citizen,None,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0
1987,King's Landing Citizen,None,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0
1988,King's Landing Citizen,None,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0
1989,King's Landing Citizen,None,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0
1990,King's Landing Citizen,None,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0
1991,King's Landing Citizen,None,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0
1992,King's Landing Citizen,None,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0
1993,King's Landing Citizen,None,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0
1994,King's Landing Citizen,None,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0
1995,King's Landing Citizen,None,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0
1996,King's Landing Citizen,None,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0
1997,King's Landing Citizen,None,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0
1998,King's Landing Citizen,None,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0
1999,King's Landing Citizen,None,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0
2000,King's Landing Citizen,None,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0
2001,King's Landing Citizen,None,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0
2002,King's Landing Citizen,None,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0
2003,King's Landing Citizen,None,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0
2004,King's Landing Citizen,None,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0
2005,King's Landing Citizen,None,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0
2006,King's Landing Citizen,None,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0
2007,King's Landing Citizen,None,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0
2008,King's Landing Citizen,None,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0
2009,King's Landing Citizen,None,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0
2010,King's Landing Citizen,None,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0
2011,King's Landing Citizen,None,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0
2012,King's Landing Citizen,None,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0
2013,King's Landing Citizen,None,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0
2014,King's Landing Citizen,None,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0
2015,King's Landing Citizen,None,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0
2016,King's Landing Citizen,None,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0
2017,King's Landing Citizen,None,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0
2018,King's Landing Citizen,None,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0
2019,King's Landing Citizen,None,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0
2020,King's Landing Citizen,None,Daenerys Targaryen,House Targaryen,Dragonfire,King's Landing,8,5,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0
